dummy_case_field,ICD-9-CM Code,ICD-9-CM Code No Dec,ICD-9-CM Short Description,ICD-9-CM Long Description,AHRQ CCS Single Level Diagnosis Category Code,AHRQ CCS Single Level Diagnosis Category Name,Ursa Serial ID
,793.6,7936,Nonsp abn fnd-abdom area,"Nonspecific (abnormal) findings on radiological and other examination of abdominal area, including retroperitoneum",155,Other gastrointestinal disorders,9475
,793.7,7937,Nonsp abn find-ms system,Nonspecific (abnormal) findings on radiological and other examination of musculoskeletal system,211,Other connective tissue disease,9476
,793.80,79380,Ab mammogram NOS,"Abnormal mammogram, unspecified",167,Nonmalignant breast conditions,9477
,793.81,79381,Mammographic microcalcif,Mammographic microcalcification,167,Nonmalignant breast conditions,9478
,793.82,79382,Inconclusive mammogram,Inconclusive mammogram,167,Nonmalignant breast conditions,9479
,793.89,79389,Abn finding-breast NEC,Other (abnormal) findings on radiological examination of breast,167,Nonmalignant breast conditions,9480
,793.91,79391,Image test incon d/t fat,Image test inconclusive due to excess body fat,58,Other nutritional; endocrine; and metabolic disorders,9481
,793.99,79399,Nonsp abn find-body NEC,Other nonspecific (abnormal) findings on radiological and other examinations of body structure,259,Residual codes; unclassified,9482
,794.00,79400,Abn cns funct study NOS,"Abnormal function study of brain and central nervous system, unspecified",95,Other nervous system disorders,9483
,794.01,79401,Abnorm echoencephalogram,Nonspecific abnormal echoencephalogram,95,Other nervous system disorders,9484
,794.02,79402,Abn electroencephalogram,Nonspecific abnormal electroencephalogram [EEG],95,Other nervous system disorders,9485
,794.09,79409,Abn cns funct study NEC,Other nonspecific abnormal results of function study of brain and central nervous system,95,Other nervous system disorders,9486
,794.10,79410,Abn stimul response NOS,"Nonspecific abnormal response to nerve stimulation, unspecified",95,Other nervous system disorders,9487
,794.11,79411,Abn retinal funct study,Nonspecific abnormal retinal function studies,95,Other nervous system disorders,9488
,794.12,79412,Abnorm electro-oculogram,Nonspecific abnormal electro-oculogram [EOG],95,Other nervous system disorders,9489
,794.13,79413,Abnormal vep,Nonspecific abnormal visually evoked potential,95,Other nervous system disorders,9490
,794.14,79414,Abn oculomotor studies,Nonspecific abnormal oculomotor studies,95,Other nervous system disorders,9491
,794.15,79415,Abn auditory funct study,Nonspecific abnormal auditory function studies,95,Other nervous system disorders,9492
,794.16,79416,Abn vestibular func stud,Nonspecific abnormal vestibular function studies,95,Other nervous system disorders,9493
,794.17,79417,Abnorm electromyogram,Nonspecific abnormal electromyogram [EMG],95,Other nervous system disorders,9494
,794.19,79419,Abn periph nerv stud NEC,Other nonspecific abnormal results of function study of peripheral nervous system and special senses,95,Other nervous system disorders,9495
,794.2,7942,Abn pulmonary func study,Nonspecific abnormal results of pulmonary function study,133,Other lower respiratory disease,9496
,794.30,79430,Abn cardiovasc study NOS,"Abnormal cardiovascular function study, unspecified",117,Other circulatory disease,9497
,794.31,79431,Abnorm electrocardiogram,Nonspecific abnormal electrocardiogram [ECG] [EKG],117,Other circulatory disease,9498
,794.39,79439,Abn cardiovasc study NEC,Other nonspecific abnormal results of function study of cardiovascular system,117,Other circulatory disease,9499
,794.4,7944,Abn kidney funct study,Nonspecific abnormal results of function study of kidney,163,Genitourinary symptoms and ill-defined conditions,9500
,794.5,7945,Abn thyroid funct study,Nonspecific abnormal results of function study of thyroid,48,Thyroid disorders,9501
,794.6,7946,Abn endocrine study NEC,Nonspecific abnormal results of other endocrine function study,51,Other endocrine disorders,9502
,794.7,7947,Abn basal metabol study,Nonspecific abnormal results of function study of basal metabolism,58,Other nutritional; endocrine; and metabolic disorders,9503
,794.8,7948,Abn liver function study,Nonspecific abnormal results of function study of liver,151,Other liver diseases,9504
,794.9,7949,Abn function study NEC,Nonspecific abnormal results of other specified function study,259,Residual codes; unclassified,9505
,795.00,79500,Abn glandular pap smear,Abnormal glandular Papanicolaou smear of cervix,258,Other screening for suspected conditions (not mental disorders or infectious disease),9506
,795.01,79501,Pap smear (ASC-US),Papanicolaou smear of cervix with atypical squamous cells of undetermined significance (ASC-US),26,Cancer of cervix,9507
,795.02,79502,Pap smear (ASC-H),Papanicolaou smear of cervix with atypical squamous cells cannot exclude high grade squamous intraepithelial lesion (ASC-H),26,Cancer of cervix,9508
,795.03,79503,Pap smear cervix w LGSIL,Papanicolaou smear of cervix with low grade squamous intraepithelial lesion (LGSIL),26,Cancer of cervix,9509
,795.04,79504,Pap smear cervix w HGSIL,Papanicolaou smear of cervix with high grade squamous intraepithelial lesion (HGSIL),26,Cancer of cervix,9510
,795.05,79505,Cervical (HPV) DNA pos,Cervical high risk human papillomavirus (HPV) DNA test positive,9,Sexually transmitted infections (not HIV or hepatitis),9511
,795.06,79506,Pap smr cytol evid malig,Papanicolaou smear of cervix with cytologic evidence of malignancy,26,Cancer of cervix,9512
,795.07,79507,Sat cerv smr-no trnsfrm,Satisfactory cervical smear but lacking transformation zone,258,Other screening for suspected conditions (not mental disorders or infectious disease),9513
,795.08,79508,Unsat cerv cytlogy smear,Unsatisfactory cervical cytology smear,258,Other screening for suspected conditions (not mental disorders or infectious disease),9514
,795.09,79509,Abn pap cervix HPV NEC,Other abnormal Papanicolaou smear of cervix and cervical HPV,175,Other female genital disorders,9515
,795.10,79510,Abn gland pap smr vagina,Abnormal glandular Papanicolaou smear of vagina,41,Cancer; other and unspecified primary,9516
,795.11,79511,Pap smear vag w ASC-US,Papanicolaou smear of vagina with atypical squamous cells of undetermined significance (ASC-US),41,Cancer; other and unspecified primary,9517
,795.12,79512,Pap smear vagina w ASC-H,Papanicolaou smear of vagina with atypical squamous cells cannot exclude high grade squamous intraepithelial lesion (ASC-H),41,Cancer; other and unspecified primary,9518
,795.13,79513,Pap smear vagina w LGSIL,Papanicolaou smear of vagina with low grade squamous intraepithelial lesion (LGSIL),41,Cancer; other and unspecified primary,9519
,795.14,79514,Pap smear vagina w HGSIL,Papanicolaou smear of vagina with high grade squamous intraepithelial lesion (HGSIL),41,Cancer; other and unspecified primary,9520
,795.15,79515,Vag hi risk HPV-DNA pos,Vaginal high risk human papillomavirus (HPV) DNA test positive,9,Sexually transmitted infections (not HIV or hepatitis),9521
,795.16,79516,Pap smr vag-cytol malig,Papanicolaou smear of vagina with cytologic evidence of malignancy,28,Cancer of other female genital organs,9522
,795.18,79518,Vaginl cytol smr unsatis,Unsatisfactory vaginal cytology smear,258,Other screening for suspected conditions (not mental disorders or infectious disease),9523
,795.19,79519,Oth abn Pap smr vag/HPV,Other abnormal Papanicolaou smear of vagina and vaginal HPV,9,Sexually transmitted infections (not HIV or hepatitis),9524
,795.2,7952,Abn chromosomal analysis,Nonspecific abnormal findings on chromosomal analysis,217,Other congenital anomalies,9525
,795.31,79531,Nonsp postv find-anthrax,Nonspecific positive findings for anthrax,3,Bacterial infection; unspecified site,9526
,795.39,79539,Nonsp positive cult NEC,Other nonspecific positive culture findings,3,Bacterial infection; unspecified site,9527
,795.4,7954,Abn histologic find NEC,Other nonspecific abnormal histological findings,258,Other screening for suspected conditions (not mental disorders or infectious disease),9528
,795.51,79551,Nonsp rea skn test wo tb,Nonspecific reaction to tuberculin skin test without active tuberculosis,10,Immunizations and screening for infectious disease,9529
,795.52,79552,Nonsp rea gma interferon,Nonspecific reaction to cell mediated immunity measurement of gamma interferon antigen response without active tuberculosis,10,Immunizations and screening for infectious disease,9530
,795.6,7956,False pos sero test-syph,False positive serological test for syphilis,10,Immunizations and screening for infectious disease,9531
,795.71,79571,Nonspcf serlgc evdnc hiv,Nonspecific serologic evidence of human immunodeficiency virus [HIV],5,HIV infection,9532
,795.79,79579,Oth unspcf nspf imun fnd,Other and unspecified nonspecific immunological findings,10,Immunizations and screening for infectious disease,9533
,795.81,79581,Elev ca-embryoic antigen,Elevated carcinoembryonic antigen [CEA],259,Residual codes; unclassified,9534
,795.82,79582,Elev ca antigen 125,Elevated cancer antigen 125 [CA 125],259,Residual codes; unclassified,9535
,795.89,79589,Abnorml tumor marker NEC,Other abnormal tumor markers,259,Residual codes; unclassified,9536
,796.0,7960,Abn toxicologic finding,Nonspecific abnormal toxicological findings,244,Other injuries and conditions due to external causes,9537
,796.1,7961,Abnormal reflex,Abnormal reflex,95,Other nervous system disorders,9538
,796.2,7962,Elev bl pres w/o hypertn,Elevated blood pressure reading without diagnosis of hypertension,117,Other circulatory disease,9539
,796.3,7963,Low blood press reading,Nonspecific low blood pressure reading,259,Residual codes; unclassified,9540
,796.4,7964,Abn clinical finding NEC,Other abnormal clinical findings,259,Residual codes; unclassified,9541
,796.5,7965,Abn find antenatl screen,Abnormal finding on antenatal screening,259,Residual codes; unclassified,9542
,796.6,7966,Abnorm neonate screening,Abnormal findings on neonatal screening,259,Residual codes; unclassified,9543
,796.70,79670,Abn gland pap smear anus,Abnormal glandular Papanicolaou smear of anus,15,Cancer of rectum and anus,9544
,796.71,79671,Pap smear anus w ASC-US,Papanicolaou smear of anus with atypical squamous cells of undetermined significance (ASC-US),15,Cancer of rectum and anus,9545
,796.72,79672,Pap smear anus w ASC-H,Papanicolaou smear of anus with atypical squamous cells cannot exclude high grade squamous intraepithelial lesion (ASC-H),15,Cancer of rectum and anus,9546
,796.73,79673,Pap smear anus w LGSIL,Papanicolaou smear of anus with low grade squamous intraepithelial lesion (LGSIL),15,Cancer of rectum and anus,9547
,796.74,79674,Pap smear anus w HGSIL,Papanicolaou smear of anus with high grade squamous intraepithelial lesion (HGSIL),15,Cancer of rectum and anus,9548
,796.75,79675,Anal hi risk HPV-DNA pos,Anal high risk human papillomavirus (HPV) DNA test positive,9,Sexually transmitted infections (not HIV or hepatitis),9549
,796.76,79676,Pap smr anus-cytol malig,Papanicolaou smear of anus with cytologic evidence of malignancy,15,Cancer of rectum and anus,9550
,796.77,79677,Sat anal smr-no trnsfrm,Satisfactory anal smear but lacking transformation zone,258,Other screening for suspected conditions (not mental disorders or infectious disease),9551
,796.78,79678,Anal cytolgy smr unsatis,Unsatisfactory anal cytology smear,258,Other screening for suspected conditions (not mental disorders or infectious disease),9552
,796.79,79679,Oth abn Pap smr anus/HPV,Other abnormal Papanicolaou smear of anus and anal HPV,9,Sexually transmitted infections (not HIV or hepatitis),9553
,796.9,7969,Abnormal findings NEC,Other nonspecific abnormal findings,259,Residual codes; unclassified,9554
,797,797,Senility w/o psychosis,Senility without mention of psychosis,653,"Delirium, dementia, and amnestic and other cognitive disorders",9555
,798.0,7980,Sudden infant death synd,Sudden infant death syndrome,259,Residual codes; unclassified,9556
,798.1,7981,Instantaneous death,Instantaneous death,259,Residual codes; unclassified,9557
,798.2,7982,Death within 24 hr sympt,"Death occurring in less than 24 hours from onset of symptoms, not otherwise explained",259,Residual codes; unclassified,9558
,798.9,7989,Unattended death,Unattended death,259,Residual codes; unclassified,9559
,799.01,79901,Asphyxia,Asphyxia,244,Other injuries and conditions due to external causes,9560
,799.02,79902,Hypoxemia,Hypoxemia,244,Other injuries and conditions due to external causes,9561
,799.1,7991,Respiratory arrest,Respiratory arrest,131,Respiratory failure; insufficiency; arrest (adult),9562
,799.21,79921,Nervousness,Nervousness,259,Residual codes; unclassified,9563
,799.22,79922,Irritability,Irritability,259,Residual codes; unclassified,9564
,799.23,79923,Impulsiveness,Impulsiveness,259,Residual codes; unclassified,9565
,799.24,79924,Emotional lability,Emotional lability,259,Residual codes; unclassified,9566
,799.25,79925,Demoralization & apathy,Demoralization and apathy,259,Residual codes; unclassified,9567
,799.29,79929,Emotional state sym NEC,Other signs and symptoms involving emotional state,259,Residual codes; unclassified,9568
,799.3,7993,Debility NOS,"Debility, unspecified",259,Residual codes; unclassified,9569
,799.4,7994,Cachexia,Cachexia,52,Nutritional deficiencies,9570
,799.51,79951,Attn/concentrate deficit,Attention or concentration deficit,95,Other nervous system disorders,9571
,799.52,79952,Cog communicate deficit,Cognitive communication deficit,95,Other nervous system disorders,9572
,799.53,79953,Visuospatial deficit,Visuospatial deficit,95,Other nervous system disorders,9573
,799.54,79954,Psychomotor deficit,Psychomotor deficit,95,Other nervous system disorders,9574
,799.55,79955,Frontal lobe deficit,Frontal lobe and executive function deficit,95,Other nervous system disorders,9575
,799.59,79959,Cognition sign/sympt NEC,Other signs and symptoms involving cognition,95,Other nervous system disorders,9576
,799.81,79981,Decreased libido,Decreased libido,259,Residual codes; unclassified,9577
,799.82,79982,Appar life threat-infant,Apparent life threatening event in infant,259,Residual codes; unclassified,9578
,799.89,79989,Ill-define condition NEC,Other ill-defined conditions,259,Residual codes; unclassified,9579
,799.9,7999,Unkn cause morb/mort NEC,Other unknown and unspecified cause of morbidity and mortality,259,Residual codes; unclassified,9580
,800.00,80000,Closed skull vault fx,"Closed fracture of vault of skull without mention of intracranial injury, unspecified state of consciousness",228,Skull and face fractures,9581
,800.01,80001,Cl skull vlt fx w/o coma,"Closed fracture of vault of skull without mention of intracranial injury, with no loss of consciousness",228,Skull and face fractures,9582
,800.02,80002,Cl skull vlt fx-brf coma,"Closed fracture of vault of skull without mention of intracranial injury, with brief [less than one hour] loss of consciousness",228,Skull and face fractures,9583
,800.03,80003,Cl skull vlt fx-mod coma,"Closed fracture of vault of skull without mention of intracranial injury, with moderate [1-24 hours] loss of consciousness",228,Skull and face fractures,9584
,800.04,80004,Cl skl vlt fx-proln coma,"Closed fracture of vault of skull without mention of intracranial injury, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",228,Skull and face fractures,9585
,800.05,80005,Cl skul vlt fx-deep coma,"Closed fracture of vault of skull without mention of intracranial injury, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level",228,Skull and face fractures,9586
,800.06,80006,Cl skull vlt fx-coma NOS,"Closed fracture of vault of skull without mention of intracranial injury, with loss of consciousness of unspecified duration",228,Skull and face fractures,9587
,800.09,80009,Cl skl vlt fx-concus NOS,"Closed fracture of vault of skull without mention of intracranial injury, with concussion, unspecified",228,Skull and face fractures,9588
,800.10,80010,Cl skl vlt fx/cerebr lac,"Closed fracture of vault of skull with cerebral laceration and contusion, unspecified state of consciousness",233,Intracranial injury,9589
,800.11,80011,Cl skull vlt fx w/o coma,"Closed fracture of vault of skull with cerebral laceration and contusion, with no loss of consciousness",233,Intracranial injury,9590
,800.12,80012,Cl skull vlt fx-brf coma,"Closed fracture of vault of skull with cerebral laceration and contusion, with brief [less than one hour] loss of consciousness",233,Intracranial injury,9591
,800.13,80013,Cl skull vlt fx-mod coma,"Closed fracture of vault of skull with cerebral laceration and contusion, with moderate [1-24 hours] loss of consciousness",233,Intracranial injury,9592
,800.14,80014,Cl skl vlt fx-proln coma,"Closed fracture of vault of skull with cerebral laceration and contusion, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",233,Intracranial injury,9593
,800.15,80015,Cl skul vlt fx-deep coma,"Closed fracture of vault of skull with cerebral laceration and contusion, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level",233,Intracranial injury,9594
,800.16,80016,Cl skull vlt fx-coma NOS,"Closed fracture of vault of skull with cerebral laceration and contusion, with loss of consciousness of unspecified duration",233,Intracranial injury,9595
,800.19,80019,Cl skl vlt fx-concus NOS,"Closed fracture of vault of skull with cerebral laceration and contusion, with concussion, unspecified",233,Intracranial injury,9596
,800.20,80020,Cl skl vlt fx/mening hem,"Closed fracture of vault of skull with subarachnoid, subdural, and extradural hemorrhage, unspecified state of consciousness",233,Intracranial injury,9597
,800.21,80021,Cl skull vlt fx w/o coma,"Closed fracture of vault of skull with subarachnoid, subdural, and extradural hemorrhage, with no loss of consciousness",233,Intracranial injury,9598
,800.22,80022,Cl skull vlt fx-brf coma,"Closed fracture of vault of skull with subarachnoid, subdural, and extradural hemorrhage, with brief [less than one hour] loss of consciousness",233,Intracranial injury,9599
,800.23,80023,Cl skull vlt fx-mod coma,"Closed fracture of vault of skull with subarachnoid, subdural, and extradural hemorrhage, with moderate [1-24 hours] loss of consciousness",233,Intracranial injury,9600
,800.24,80024,Cl skl vlt fx-proln coma,"Closed fracture of vault of skull with subarachnoid, subdural, and extradural hemorrhage, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",233,Intracranial injury,9601
,800.25,80025,Cl skul vlt fx-deep coma,"Closed fracture of vault of skull with subarachnoid, subdural, and extradural hemorrhage, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level",233,Intracranial injury,9602
,800.26,80026,Cl skull vlt fx-coma NOS,"Closed fracture of vault of skull with subarachnoid, subdural, and extradural hemorrhage, with loss of consciousness of unspecified duration",233,Intracranial injury,9603
,800.29,80029,Cl skl vlt fx-concus NOS,"Closed fracture of vault of skull with subarachnoid, subdural, and extradural hemorrhage, with concussion, unspecified",233,Intracranial injury,9604
,800.30,80030,Cl skull vlt fx/hem NEC,"Closed fracture of vault of skull with other and unspecified intracranial hemorrhage, unspecified state of consciousness",233,Intracranial injury,9605
,800.31,80031,Cl skull vlt fx w/o coma,"Closed fracture of vault of skull with other and unspecified intracranial hemorrhage, with no loss of consciousness",233,Intracranial injury,9606
,800.32,80032,Cl skull vlt fx-brf coma,"Closed fracture of vault of skull with other and unspecified intracranial hemorrhage, with brief [less than one hour] loss of consciousness",233,Intracranial injury,9607
,800.33,80033,Cl skull vlt fx-mod coma,"Closed fracture of vault of skull with other and unspecified intracranial hemorrhage, with moderate [1-24 hours] loss of consciousness",233,Intracranial injury,9608
,800.34,80034,Cl skl vlt fx-proln coma,"Closed fracture of vault of skull with other and unspecified intracranial hemorrhage, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",233,Intracranial injury,9609
,800.35,80035,Cl skul vlt fx-deep coma,"Closed fracture of vault of skull with other and unspecified intracranial hemorrhage, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level",233,Intracranial injury,9610
,800.36,80036,Cl skull vlt fx-coma NOS,"Closed fracture of vault of skull with other and unspecified intracranial hemorrhage, with loss of consciousness of unspecified duration",233,Intracranial injury,9611
,800.39,80039,Cl skl vlt fx-concus NOS,"Closed fracture of vault of skull with other and unspecified intracranial hemorrhage, with concussion, unspecified",233,Intracranial injury,9612
,800.40,80040,Cl skl vlt fx/br inj NEC,"Closed fracture of vault of skull with intracranial injury of other and unspecified nature, unspecified state of consciousness",233,Intracranial injury,9613
,800.41,80041,Cl skull vlt fx w/o coma,"Closed fracture of vault of skull with intracranial injury of other and unspecified nature, with no loss of consciousness",233,Intracranial injury,9614
,800.42,80042,Cl skull vlt fx-brf coma,"Closed fracture of vault of skull with intracranial injury of other and unspecified nature, with brief [less than one hour] loss of consciousness",233,Intracranial injury,9615
,800.43,80043,Cl skull vlt fx-mod coma,"Closed fracture of vault of skull with intracranial injury of other and unspecified nature, with moderate [1-24 hours] loss of consciousness",233,Intracranial injury,9616
,800.44,80044,Cl skl vlt fx-proln coma,"Closed fracture of vault of skull with intracranial injury of other and unspecified nature, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",233,Intracranial injury,9617
,800.45,80045,Cl skul vlt fx-deep coma,"Closed fracture of vault of skull with intracranial injury of other and unspecified nature, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level",233,Intracranial injury,9618
,800.46,80046,Cl skull vlt fx-coma NOS,"Closed fracture of vault of skull with intracranial injury of other and unspecified nature, with loss of consciousness of unspecified duration",233,Intracranial injury,9619
,800.49,80049,Cl skl vlt fx-concus NOS,"Closed fracture of vault of skull with intracranial injury of other and unspecified nature, with concussion, unspecified",233,Intracranial injury,9620
,800.50,80050,Opn skull vault fracture,"Open fracture of vault of skull without mention of intracranial injury, unspecified state of consciousness",228,Skull and face fractures,9621
,800.51,80051,Opn skul vlt fx w/o coma,"Open fracture of vault of skull without mention of intracranial injury, with no loss of consciousness",228,Skull and face fractures,9622
,800.52,80052,Opn skul vlt fx-brf coma,"Open fracture of vault of skull without mention of intracranial injury, with brief [less than one hour] loss of consciousness",228,Skull and face fractures,9623
,800.53,80053,Opn skul vlt fx-mod coma,"Open fracture of vault of skull without mention of intracranial injury, with moderate [1-24 hours] loss of consciousness",228,Skull and face fractures,9624
,800.54,80054,Opn skl vlt fx-proln com,"Open fracture of vault of skull without mention of intracranial injury, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",228,Skull and face fractures,9625
,800.55,80055,Opn skl vlt fx-deep coma,"Open fracture of vault of skull without mention of intracranial injury, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level",228,Skull and face fractures,9626
,800.56,80056,Opn skul vlt fx-coma NOS,"Open fracture of vault of skull without mention of intracranial injury, with loss of consciousness of unspecified duration",228,Skull and face fractures,9627
,800.59,80059,Op skl vlt fx-concus NOS,"Open fracture of vault of skull without mention of intracranial injury, with concussion, unspecified",228,Skull and face fractures,9628
,800.60,80060,Opn skl vlt fx/cereb lac,"Open fracture of vault of skull with cerebral laceration and contusion, unspecified state of consciousness",233,Intracranial injury,9629
,800.61,80061,Opn skul vlt fx w/o coma,"Open fracture of vault of skull with cerebral laceration and contusion, with no loss of consciousness",233,Intracranial injury,9630
,800.62,80062,Opn skul vlt fx-brf coma,"Open fracture of vault of skull with cerebral laceration and contusion, with brief [less than one hour] loss of consciousness",233,Intracranial injury,9631
,800.63,80063,Opn skul vlt fx-mod coma,"Open fracture of vault of skull with cerebral laceration and contusion, with moderate [1-24 hours] loss of consciousness",233,Intracranial injury,9632
,800.64,80064,Opn skl vlt fx-proln com,"Open fracture of vault of skull with cerebral laceration and contusion, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",233,Intracranial injury,9633
,800.65,80065,Opn skl vlt fx-deep coma,"Open fracture of vault of skull with cerebral laceration and contusion, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level",233,Intracranial injury,9634
,800.66,80066,Opn skul vlt fx-coma NOS,"Open fracture of vault of skull with cerebral laceration and contusion, with loss of consciousness of unspecified duration",233,Intracranial injury,9635
,800.69,80069,Op skl vlt fx-concus NOS,"Open fracture of vault of skull with cerebral laceration and contusion, with concussion, unspecified",233,Intracranial injury,9636
,800.70,80070,Opn skl vlt fx/menin hem,"Open fracture of vault of skull with subarachnoid, subdural, and extradural hemorrhage, unspecified state of consciousness",233,Intracranial injury,9637
,800.71,80071,Opn skul vlt fx w/o coma,"Open fracture of vault of skull with subarachnoid, subdural, and extradural hemorrhage, with no loss of consciousness",233,Intracranial injury,9638
,800.72,80072,Opn skul vlt fx-brf coma,"Open fracture of vault of skull with subarachnoid, subdural, and extradural hemorrhage, with brief [less than one hour] loss of consciousness",233,Intracranial injury,9639
,800.73,80073,Opn skul vlt fx-mod coma,"Open fracture of vault of skull with subarachnoid, subdural, and extradural hemorrhage, with moderate [1-24 hours] loss of consciousness",233,Intracranial injury,9640
,800.74,80074,Opn skl vlt fx-proln com,"Open fracture of vault of skull with subarachnoid, subdural, and extradural hemorrhage, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",233,Intracranial injury,9641
,800.75,80075,Opn skl vlt fx-deep coma,"Open fracture of vault of skull with subarachnoid, subdural, and extradural hemorrhage, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level",233,Intracranial injury,9642
,800.76,80076,Opn skul vlt fx-coma NOS,"Open fracture of vault of skull with subarachnoid, subdural, and extradural hemorrhage, with loss of consciousness of unspecified duration",233,Intracranial injury,9643
,800.79,80079,Op skl vlt fx-concus NOS,"Open fracture of vault of skull with subarachnoid, subdural, and extradural hemorrhage, with concussion, unspecified",233,Intracranial injury,9644
,800.80,80080,Opn skull vlt fx/hem NEC,"Open fracture of vault of skull with other and unspecified intracranial hemorrhage, unspecified state of consciousness",233,Intracranial injury,9645
,800.81,80081,Opn skul vlt fx w/o coma,"Open fracture of vault of skull with other and unspecified intracranial hemorrhage, with no loss of consciousness",233,Intracranial injury,9646
,800.82,80082,Opn skul vlt fx-brf coma,"Open fracture of vault of skull with other and unspecified intracranial hemorrhage, with brief [less than one hour] loss of consciousness",233,Intracranial injury,9647
,800.83,80083,Opn skul vlt fx-mod coma,"Open fracture of vault of skull with other and unspecified intracranial hemorrhage, with moderate [1-24 hours] loss of consciousness",233,Intracranial injury,9648
,800.84,80084,Opn skl vlt fx-proln com,"Open fracture of vault of skull with other and unspecified intracranial hemorrhage, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",233,Intracranial injury,9649
,800.85,80085,Opn skl vlt fx-deep coma,"Open fracture of vault of skull with other and unspecified intracranial hemorrhage, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level",233,Intracranial injury,9650
,800.86,80086,Opn skul vlt fx-coma NOS,"Open fracture of vault of skull with other and unspecified intracranial hemorrhage, with loss of consciousness of unspecified duration",233,Intracranial injury,9651
,800.89,80089,Op skl vlt fx-concus NOS,"Open fracture of vault of skull with other and unspecified intracranial hemorrhage, with concussion, unspecified",233,Intracranial injury,9652
,800.90,80090,Op skl vlt fx/br inj NEC,"Open fracture of vault of skull with intracranial injury of other and unspecified nature, unspecified state of consciousness",233,Intracranial injury,9653
,800.91,80091,Opn skul vlt fx w/o coma,"Open fracture of vault of skull with intracranial injury of other and unspecified nature, with no loss of consciousness",233,Intracranial injury,9654
,800.92,80092,Opn skul vlt fx-brf coma,"Open fracture of vault of skull with intracranial injury of other and unspecified nature, with brief [less than one hour] loss of consciousness",233,Intracranial injury,9655
,800.93,80093,Opn skul vlt fx-mod coma,"Open fracture of vault of skull with intracranial injury of other and unspecified nature, with moderate [1-24 hours] loss of consciousness",233,Intracranial injury,9656
,800.94,80094,Opn skl vlt fx-proln com,"Open fracture of vault of skull with intracranial injury of other and unspecified nature, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",233,Intracranial injury,9657
,800.95,80095,Op skul vlt fx-deep coma,"Open fracture of vault of skull with intracranial injury of other and unspecified nature, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level",233,Intracranial injury,9658
,800.96,80096,Opn skul vlt fx-coma NOS,"Open fracture of vault of skull with intracranial injury of other and unspecified nature, with loss of consciousness of unspecified duration",233,Intracranial injury,9659
,800.99,80099,Op skl vlt fx-concus NOS,"Open fracture of vault of skull with intracranial injury of other and unspecified nature, with concussion, unspecified",233,Intracranial injury,9660
,801.00,80100,Clos skull base fracture,"Closed fracture of base of skull without mention of intra cranial injury, unspecified state of consciousness",228,Skull and face fractures,9661
,801.01,80101,Cl skul base fx w/o coma,"Closed fracture of base of skull without mention of intra cranial injury, with no loss of consciousness",228,Skull and face fractures,9662
,801.02,80102,Cl skul base fx-brf coma,"Closed fracture of base of skull without mention of intra cranial injury, with brief [less than one hour] loss of consciousness",228,Skull and face fractures,9663
,801.03,80103,Cl skul base fx-mod coma,"Closed fracture of base of skull without mention of intra cranial injury, with moderate [1-24 hours] loss of consciousness",228,Skull and face fractures,9664
,801.04,80104,Cl skl base fx-prol coma,"Closed fracture of base of skull without mention of intra cranial injury, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",228,Skull and face fractures,9665
,801.05,80105,Cl skl base fx-deep coma,"Closed fracture of base of skull without mention of intra cranial injury, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level",228,Skull and face fractures,9666
,801.06,80106,Cl skul base fx-coma NOS,"Closed fracture of base of skull without mention of intra cranial injury, with loss of consciousness of unspecified duration",228,Skull and face fractures,9667
,801.09,80109,Cl skull base fx-concuss,"Closed fracture of base of skull without mention of intra cranial injury, with concussion, unspecified",228,Skull and face fractures,9668
,801.10,80110,Cl skl base fx/cereb lac,"Closed fracture of base of skull with cerebral laceration and contusion, unspecified state of consciousness",233,Intracranial injury,9669
,801.11,80111,Cl skul base fx w/o coma,"Closed fracture of base of skull with cerebral laceration and contusion, with no loss of consciousness",233,Intracranial injury,9670
